name,class,itemLV,battleLV,expeditionLV,engraving_simple,engraving_detail,stat,card,gem_simple,equipment,equipment_name,accessory,power,vitality
유혈랑,홀리나이트,1625.0,60,233,333331,"구슬동자 Lv. 3,급소 타격 Lv. 3,각성 Lv. 3,축복의 오라 Lv. 3,전문의 Lv. 3,중갑 착용 Lv. 1","치명 65,특화 555,신속 1817","창의 달인,30각",,"한손검/24/lv1525/93,투구/18/lv1525/96,상의/20/lv1525/95,하의/20/lv1525/99,장갑/19/lv1525/97,견갑/19/lv1525/100","사로잡힌 광기의 갈망 한손검,사로잡힌 광기의 갈망 투구,사로잡힌 광기의 갈망 상의,사로잡힌 광기의 갈망 하의,사로잡힌 광기의 갈망 장갑,사로잡힌 광기의 갈망 견갑","목걸이/고대/93/중갑 착용+6_급소 타격+3/특화/신속,귀걸이/고대/98/급소 타격+6_전문의+3/신속,귀걸이/고대/96/구슬동자+4_각성+3/신속,반지/고대/80/축복의 오라+3_각성+5/신속,반지/고대/95/급소 타격+6_구슬동자+3/신속",56601,198543
강배,스트라이커,1616.67,60,258,333331,"원한 Lv. 3,기습의 대가 Lv. 3,돌격대장 Lv. 3,질량 증가 Lv. 3,아드레날린 Lv. 3,오의난무 Lv. 1","치명 363,특화 829,신속 1243","세상을 구하는 빛,30각","10멸 x3,10홍 x4,9홍 x1,8홍 x1,7홍 x2","건틀릿/20/lv1525/100,머리장식/18/lv1525/91,상의/18/lv1525/89,하의/18/lv1525/88,장갑/18/lv1525/73,견갑/18/lv1525/70","가라앉은 욕망의 배신 건틀릿,가라앉은 욕망의 배신 머리장식,가라앉은 욕망의 배신 상의,가라앉은 욕망의 배신 하의,가라앉은 욕망의 배신 장갑,가라앉은 욕망의 배신 견갑","목걸이/고대/78/기습의 대가+6_질량 증가+3/특화/신속,귀걸이/고대/75/아드레날린+5_원한+3/신속,귀걸이/고대/93/원한+5_돌격대장+3/특화,반지/고대/77/오의난무+6_기습의 대가+3/신속,반지/고대/90/기습의 대가+6_아드레날린+3/치명",59255,184381
킹기다킹기,리퍼,1613.33,60,272,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,달의 소리 Lv. 3,아드레날린 Lv. 1","치명 617,특화 1642,신속 56","세상을 구하는 빛,30각","9멸 x3,7홍 x8","대거/21/lv1525/95,머리장식/17/lv1525/94,상의/17/lv1525/96,하의/17/lv1525/96,장갑/17/lv1525/98,견갑/17/lv1525/98","타락한 마수의 사멸 대거,타락한 마수의 사멸 머리장식,타락한 마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑","목걸이/고대/85/기습의 대가+5_예리한 둔기+3/치명/특화,귀걸이/고대/93/예리한 둔기+6_아드레날린+3/특화,귀걸이/고대/95/달의 소리+3_기습의 대가+4/특화,반지/고대/100/예리한 둔기+6_원한+3/특화,반지/고대/97/저주받은 인형+6_아드레날린+3/특화",58487,189307
퍄닥퍄닥퍄닥퍄닥,아르카나,1609.17,60,238,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,바리케이드 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,황후의 은총 Lv. 1","치명 654,특화 1782,신속 48","세상을 구하는 빛,30각","10멸 x2,9멸 x1,9홍 x1,8홍 x3,7홍 x4","덱/20/lv1525/100,머리장식/16/lv1525/88,상의/16/lv1525/96,하의/16/lv1525/95,장갑/17/lv1525/97,어깨장식/16/lv1525/88","전이된 몽환의 악몽 마법 덱,전이된 몽환의 악몽 머리장식,전이된 몽환의 악몽 상의,전이된 몽환의 악몽 하의,전이된 몽환의 악몽 장갑,전이된 몽환의 악몽 어깨장식","목걸이/고대/94/아드레날린+4_타격의 대가+3/치명/특화,귀걸이/고대/70/타격의 대가+6_원한+3/특화,귀걸이/고대/93/원한+6_바리케이드+3/특화,반지/고대/92/타격의 대가+6_저주받은 인형+3/특화,반지/유물/80/황후의 은총+5_아드레날린+3/특화",56427,177373
너와떠나는여행,블레이드,1609.17,60,223,333322,"원한 Lv. 3,슈퍼 차지 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,잔재된 기운 Lv. 2,아드레날린 Lv. 2","치명 618,특화 1798,신속 56","세상을 구하는 빛,30각","10멸 x1,7멸 x4,7홍 x6","검/19/lv1525/95,머리장식/16/lv1525/80,상의/16/lv1525/81,하의/15/lv1525/85,장갑/19/lv1525/88,견갑/16/lv1525/94","타락한 마수의 사멸 검,타락한 마수의 사멸 머리장식,타락한 마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑","목걸이/고대/75/슈퍼 차지+6_아드레날린+3/치명/특화,귀걸이/고대/88/기습의 대가+6_원한+3/특화,귀걸이/고대/100/슈퍼 차지+6_저주받은 인형+3/특화,반지/고대/97/기습의 대가+6_슈퍼 차지+3/특화,반지/고대/100/원한+5_기습의 대가+3/특화",56288,202408
남순이견주,인파이터,1608.33,60,188,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,극의: 체술 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,아드레날린 Lv. 1","치명 1166,특화 60,신속 1133","카제로스의 군단장,18각","10멸 x3,9멸 x3,7멸 x1,7홍 x4","건틀릿/20/lv1525/93,머리장식/16/lv1525/77,상의/16/lv1525/92,하의/16/lv1525/89,장갑/16/lv1525/77,견갑/16/lv1525/85","타락한 마수의 사멸 헤비 건틀릿,타락한 마수의 사멸 머리장식,타락한 마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑","목걸이/고대/91/원한+5_기습의 대가+3/치명/신속,귀걸이/고대/96/저주받은 인형+6_예리한 둔기+3/신속,귀걸이/고대/90/극의: 체술+3_아드레날린+5/치명,반지/고대/95/저주받은 인형+6_원한+3/신속,반지/고대/92/기습의 대가+6_저주받은 인형+3/치명",57160,184748
피망꼬치구이,창술사,1608.33,60,193,333332,"원한 Lv. 3,예리한 둔기 Lv. 3,돌격대장 Lv. 3,절정 Lv. 3,질량 증가 Lv. 3,저주받은 인형 Lv. 2","치명 61,특화 1799,신속 639","세상을 구하는 빛,30각","10홍 x1,9멸 x6,9홍 x1,7홍 x3","창/21/lv1525/90,머리장식/16/lv1525/81,상의/16/lv1525/85,하의/15/lv1525/90,장갑/16/lv1525/88,견갑/16/lv1525/95","전이된 몽환의 악몽 창,전이된 몽환의 악몽 머리장식,전이된 몽환의 악몽 상의,전이된 몽환의 악몽 하의,전이된 몽환의 악몽 장갑,전이된 몽환의 악몽 견갑","목걸이/고대/91/돌격대장+6_원한+3/특화/신속,귀걸이/고대/91/절정+3_질량 증가+6/특화,귀걸이/고대/95/질량 증가+6_예리한 둔기+3/특화,반지/고대/90/예리한 둔기+6_질량 증가+3/특화,반지/고대/90/예리한 둔기+6_저주받은 인형+3/특화",63048,191976
신레델라,워로드,1605.0,60,192,333331,"저주받은 인형 Lv. 3,안정된 상태 Lv. 3,원한 Lv. 3,바리케이드 Lv. 3,정밀 단도 Lv. 3,전투 태세 Lv. 1","치명 61,특화 1800,신속 537","세상을 구하는 빛,18각",,"랜스/18/lv1525/96,투구/16/lv1525/98,상의/15/lv1525/89,하의/16/lv1525/85,장갑/15/lv1525/71,견갑/16/lv1525/95","가라앉은 욕망의 배신 랜스,가라앉은 욕망의 배신 투구,가라앉은 욕망의 배신 상의,가라앉은 욕망의 배신 하의,가라앉은 욕망의 배신 장갑,가라앉은 욕망의 배신 견갑","목걸이/고대/92/원한+4_바리케이드+3/특화/신속,귀걸이/고대/91/저주받은 인형+6_안정된 상태+3/특화,귀걸이/고대/100/정밀 단도+6_저주받은 인형+3/특화,반지/유물/92/전투 태세+5_정밀 단도+3/특화,반지/고대/90/정밀 단도+6_원한+3/특화",53776,225862
배낼,배틀마스터,1603.33,60,238,333331,"원한 Lv. 3,초심 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,돌격대장 Lv. 3,각성 Lv. 1","치명 684,특화 60,신속 1827","세상을 구하는 빛,30각","10홍 x1,9멸 x4,9홍 x1,8멸 x1,8홍 x2,7홍 x2","건틀릿/19/lv1525/98,머리장식/15/lv1525/97,상의/15/lv1525/99,하의/15/lv1525/98,장갑/15/lv1525/98,견갑/15/lv1525/96","타락한 마수의 사멸 건틀릿,고요한 광기의 지배 머리장식,고요한 광기의 지배 상의,고요한 광기의 지배 하의,타락한 마수의 사멸 장갑,고요한 광기의 지배 견갑","목걸이/고대/98/저주받은 인형+4_기습의 대가+3/치명/신속,귀걸이/고대/98/돌격대장+5_저주받은 인형+3/신속,귀걸이/고대/96/각성+6_돌격대장+3/신속,반지/고대/85/초심+3_기습의 대가+6/신속,반지/고대/92/기습의 대가+6_원한+3/신속",56769,235812
블루밍소설,배틀마스터,1600.83,60,226,333331,"원한 Lv. 3,오의 강화 Lv. 3,예리한 둔기 Lv. 3,돌격대장 Lv. 3,질량 증가 Lv. 3,아드레날린 Lv. 1","치명 65,특화 1167,신속 1251","세상을 구하는 빛,30각","10홍 x2,9멸 x5,9홍 x1,7홍 x3","건틀릿/19/lv1525/94,머리장식/14/lv1525/95,상의/14/lv1525/88,하의/14/lv1525/62,장갑/15/lv1525/92,견갑/15/lv1525/78","차오른 몽환의 환각 건틀릿,차오른 몽환의 환각 머리장식,차오른 몽환의 환각 상의,차오른 몽환의 환각 하의,차오른 몽환의 환각 장갑,차오른 몽환의 환각 견갑","목걸이/고대/97/원한+5_질량 증가+3/특화/신속,귀걸이/고대/96/오의 강화+3_예리한 둔기+4/신속,귀걸이/고대/90/질량 증가+6_원한+3/특화,반지/고대/100/질량 증가+6_돌격대장+3/특화,반지/고대/95/아드레날린+5_예리한 둔기+3/신속",56172,182881
